field_1	heap
method_39142	theEnd
method_39143	endMidlands
method_39144	endHighlands
method_39145	smallEndIslands
method_39146	netherWastes
method_39147	soulSandValley
method_39148	basaltDeltas
method_39149	crimsonForest
method_39150	warpedForest
method_39151	biome
method_39152	biome
method_39153	globalOverworldGeneration
method_39154	codec
method_39155	method_39155
method_39156	of
method_39157	method_39157
method_39158	method_39158
method_39159	sample
method_39160	method_39160
method_39161	method_39161
method_39162	method_39162
method_39163	method_39163
method_39164	findSpawnPosition
method_39165	findSpawnPosition
method_39166	radialSearch
method_39167	getSpawnPositionAndFitness
method_39168	spawnTarget
method_3917	renderCrystalBeams
method_39174	createKey
method_39175	getTipDirection
method_39176	method_39176
method_39177	method_39177
method_39178	method_39178
method_39179	method_39179
method_3918	render
method_39180	method_39180
method_39181	method_39181
method_39186	createLegacyNetherBiome
method_39187	createLegacyForBlendedNoise
method_3919	getFlipDegrees
method_39191	tick
method_39192	renderSavingIndicator
method_39193	tickAutosaveIndicator
method_39196	createParticle
method_39197	register
method_392	deserialize
method_3920	getTextureLocation
method_39204	createLightBlock
method_3921	shouldShowName
method_39216	bootstrap
method_39217	register
method_39218	saveEverything
method_39219	isCurrentlySaving
method_39220	method_39220
method_39221	method_39221
method_39222	method_39222
method_39223	startTickingChunk
method_39224	nextSubTickCount
method_39225	parityString
method_39226	method_39226
method_39227	method_39227
method_39228	method_39228
method_39229	method_39229
method_39230	method_39230
method_39231	method_39231
method_39232	codec
method_39233	method_39233
method_39234	method_39234
method_39235	method_39235
method_39236	method_39236
method_39238	toString
method_39239	method_39239
method_39240	lazyInitializedCodec
method_39241	length
method_39242	method_39242
method_39243	method_39243
method_39244	method_39244
method_39245	method_39245
method_39246	method_39246
method_39247	method_39247
method_39248	method_39248
method_39249	method_39249
method_39250	method_39250
method_39251	method_39251
method_39252	getBlock
method_39253	method_39253
method_39254	makeTickList
method_39255	createTick
method_39256	method_39256
method_39257	method_39257
method_39258	method_39258
method_39259	getLiquid
method_3926	renderNameTag
method_39260	method_39260
method_39261	method_39261
method_39262	method_39262
method_39263	method_39263
method_39264	palette
method_39265	get
method_39266	data
method_39267	getIndex
method_39268	method_39268
method_39269	appendChunkName
method_39270	mergeRemainders
method_39271	renameField
method_39272	renameFieldHelper
method_39273	method_39273
method_39274	method_39274
method_39275	method_39275
method_39276	method_39276
method_39277	incrementCounter
method_39278	incrementCounter
method_39279	scheduleTick
method_39280	scheduleTick
method_39281	scheduleTick
method_39282	scheduleTick
method_39283	createTick
method_39284	createTick
method_39294	setBlendingData
method_39295	hasPrimedHeightmap
method_39296	getTicksForSerialization
method_39297	isOldNoiseGeneration
method_39299	getBlendingData
method_393	serializeCustom
method_39300	getBelowZeroRetrogen
method_39301	getTypeNameForDataFixer
method_39305	registerTickContainerInLevel
method_39306	unregisterTickContainerFromLevel
method_39307	unpackBlockTicks
method_39308	unpackFluidTicks
method_39309	setBelowZeroRetrogen
method_3931	getTextureLocation
method_39310	unpackTicks
method_39311	saveTicks
method_39312	method_39312
method_39313	method_39313
method_39314	method_39314
method_39315	method_39315
method_39316	method_39316
method_39317	method_39317
method_39318	method_39318
method_39319	targetStatus
method_3932	getFont
method_39321	method_39321
method_39322	method_39322
method_39323	method_39323
method_39324	method_39324
method_39325	method_39325
method_39326	read
method_39327	getBlender
method_3933	shouldRender
method_39332	nextIntBetweenInclusive
method_39333	isStone
method_39336	empty
method_39337	heightToOffset
method_39338	blendDensity
method_39339	method_39339
method_39340	blendOffsetAndFactor
method_39341	method_39341
method_39342	of
method_39343	getX
method_39344	getHeight
method_39345	getDensity
method_39346	iterateDensities
method_39347	addValuesForColumn
method_39349	getHeightAtXZ
method_39350	isGround
method_39351	iterateHeights
method_39352	getZ
method_39354	getDensityColumn
method_39355	zeroIfNegative
method_3936	render
method_39360	is
method_39361	emptyContainer
method_39362	emptyLevelList
method_39363	schedule
method_39364	unpack
method_39365	save
method_39366	setOnTickAdded
method_39367	removeIf
method_39368	load
method_39369	peek
method_39370	scheduleUnchecked
method_39371	poll
method_39372	getAll
method_39373	canScheduleMoreTicks
method_39374	sortContainersToTick
method_39375	drainContainers
method_39376	collectTicks
method_39377	tick
method_39378	removeContainer
method_39379	addContainer
method_39380	clearArea
method_39381	forContainersInArea
method_39382	method_39382
method_39383	copyArea
method_39384	method_39384
method_39385	method_39385
method_39387	method_39387
method_39389	drainFromCurrentContainer
method_39390	runCollectedTicks
method_39391	method_39391
method_39392	rescheduleLeftoverContainers
method_39393	updateContainerScheduling
method_39394	cleanupAfterTick
method_39395	scheduleForThisTick
method_39396	calculateTickSetIfNeeded
method_39397	schedule
method_39398	load
method_39399	scheduledTicks
method_394	compose
method_39400	unpack
method_39401	saveTick
method_39402	probe
method_39403	saveTick
method_39404	save
method_39405	method_39405
method_39406	loadTickList
method_39407	hashCode
method_39408	equals
method_39409	method_39409
method_3941	prepare
method_39410	probe
method_39412	method_39412
method_39413	hashCode
method_39414	equals
method_39415	color
method_39420	addFrozenSprings
method_39424	hidesOnlinePlayers
method_39425	shouldTickBlocksAt
method_39426	allowsListing
method_39427	constant
method_39428	getInstance
method_39429	networkStatFor
method_39430	method_39430
method_39431	method_39431
method_39432	method_39432
method_39433	collectPacketStats
method_39434	method_39434
method_39435	incrementPacket
method_39436	toCountAndSize
method_39437	increment
method_39438	getCountsPerSecond
method_39439	getSizePerSecond
method_3944	setLevel
method_39440	getTotalCount
method_39441	getTotalSize
method_39442	largestSizeContributors
method_39443	method_39443
method_39444	add
method_39445	packetName
method_39446	method_39446
method_39447	from
method_39448	isBrightEnoughToSpawn
method_39449	checkFoxSpawnRules
method_39450	checkWolfSpawnRules
method_39451	method_39451
method_39452	method_39452
method_39453	method_39453
method_39454	collidesWithSuffocatingBlock
method_39455	borderCollision
method_39456	method_39456
method_39458	isWithinBounds
method_39459	isInsideCloseToBorder
method_39460	getHeightAccessorForGeneration
method_39461	isUpgrading
method_39462	getWritableArea
method_39463	method_39463
method_39464	method_39464
method_39465	method_39465
method_39467	replaceOldBedrock
method_39471	method_39471
method_39472	verticalGradient
method_39473	abovePreliminarySurface
method_39474	apply
method_39475	$values
method_39478	method_39478
method_39479	getContextLastUpdate
method_3948	setRenderShadow
method_39480	method_39480
method_39481	apply
method_39486	createDifficultyButton
method_39487	method_39487
method_39489	aroundAndAtBlockPos
method_39490	aroundAndAtBlockPos
method_39491	aroundAndAtBlockPos
method_39493	registerBiomeNoises
method_39494	commitEvent
method_39495	trackSentPacket
method_39496	trackReceivedPacket
method_39497	method_39497
method_39498	getPacketsByIds
method_39499	method_39499
method_395	createSerializer
method_3950	shouldRender
method_39500	method_39500
method_39501	advanceWeatherCycle
method_39502	builder
method_39504	overrideLifecycle
method_39505	method_39505
method_39506	method_39506
method_39507	method_39507
method_39508	stringResolverCodec
method_39509	method_39509
method_39510	method_39510
method_39511	idResolverCodec
method_39512	orCompressed
method_39513	method_39513
method_39514	method_39514
method_39515	method_39515
method_39517	predictChunkStatusBeforeSurface
method_39518	method_39518
method_39519	getOldBiome
method_39520	method_39520
method_39521	wrappedCodecAllowingEmpty
method_39527	findValueIndex
method_39528	findValueIndex
method_39529	findValue
method_3953	getRenderer
method_39530	findValueBruteForce
method_39537	method_39537
method_39538	clampToBounds
method_39539	method_39539
method_3954	render
method_39541	reset
method_39543	forChunk
method_39545	getCellHeight
method_39546	getCellWidth
method_39549	stoneDepthCheck
method_3955	setRenderHitBoxes
method_39550	getSurfaceSecondary
method_39551	getMinSurfaceLevel
method_39552	getSurfaceDepth
method_39555	getSurfaceSecondary
method_3956	renderHitbox
method_39560	method_39560
method_39561	blendBiome
method_39562	getBlendingDataValue
method_39563	getBiomeResolver
method_39564	method_39564
method_39565	getBlendingDataValue
method_39567	method_39567
method_39570	getOrUpdateBlendingData
method_39571	method_39571
method_39572	calculateData
method_39573	validateArraySize
method_39574	method_39574
method_39575	getDensity
method_39576	cellCountPerColumn
method_39578	getInsideIndex
method_39579	sideByGenerationAge
method_3958	shouldRenderHitBoxes
method_39580	method_39580
method_39581	getColumnMinY
method_39582	getOutsideIndex
method_39583	getMinY
method_39584	solid
method_39585	solid
method_39586	insideWorld
method_39587	test
method_39588	method_39588
method_39589	method_39589
method_3959	distanceToSqr
method_39590	method_39590
method_39597	clearCounts
method_39598	chunkDecorated
method_39599	featurePlaced
method_39600	method_39600
method_39601	method_39601
method_39602	method_39602
method_39603	logCounts
method_39604	load
method_39605	canReplaceBlock
method_39606	method_39606
method_39607	method_39607
method_39608	method_39608
method_39609	method_39609
method_3961	getTextureLocation
method_39610	method_39610
method_39611	method_39611
method_39612	method_39612
method_39613	method_39613
method_39614	biome
method_39615	type
method_39616	method_39616
method_39617	method_39617
method_39618	forPredicate
method_39619	forStep
method_3962	render
method_39620	of
method_39621	of
method_39622	method_39622
method_39623	of
method_39624	of
method_39625	method_39625
method_39626	method_39626
method_39627	method_39627
method_39628	scanningFor
method_39629	scanningFor
method_3963	getTextureLocation
method_39630	method_39630
method_39631	method_39631
method_39632	method_39632
method_39633	method_39633
method_39634	uniform
method_39635	of
method_39636	method_39636
method_39637	triangle
method_39638	onHeightmap
method_39639	spread
method_3964	getTextureLocation
method_39640	method_39640
method_39641	of
method_39642	of
method_39643	getFeatures
method_39644	place
method_39645	method_39645
method_39646	method_39646
method_39647	method_39647
method_39648	placeWithContext
method_39649	method_39649
method_3965	render
method_39650	placeWithBiomeCheck
method_39651	method_39651
method_39652	topFeature
method_39653	generator
method_39654	method_39654
method_39655	register
method_39656	vertical
method_39657	of
method_39658	horizontal
method_39659	onAverageOnceEvery
method_3966	render
method_39660	method_39660
method_39661	of
method_39662	forMaxDepth
method_39663	method_39663
method_39665	method_39665
method_39667	method_39667
method_3967	getTextureLocation
method_39670	method_39670
method_39671	method_39671
method_39673	byNameCodec
method_39677	offsetCodec
method_39678	dumpRegistryCap
method_3968	render
method_39680	dumpValue
method_39686	makeSmallDripleaf
method_39687	makeDripleaf
method_3969	getTextureLocation
method_39702	bootstrap
method_39703	simpleRandomPatchConfiguration
method_39704	simplePatchConfiguration
method_39705	simplePatchConfiguration
method_39706	simplePatchConfiguration
method_39708	register
method_39709	simplePatchPredicate
method_39710	createOak
method_39711	createStraightBlobTree
method_39712	createBirch
method_39713	createSuperBirch
method_39714	createJungleTree
method_39715	createFancyOak
method_39717	grassPatch
method_3972	getTextureLocation
method_3973	scale
method_39731	seagrassPlacement
method_39732	commonOrePlacement
method_39733	orePlacement
method_39734	rareOrePlacement
method_39735	bootstrap
method_39736	countExtra
method_39737	register
method_39738	worldSurfaceSquaredWithCount
method_39739	getMushroomPlacement
method_3974	render
method_39740	treePlacement
method_39741	treePlacement
method_39742	treePlacementBase
method_3975	getTextureLocation
method_39752	cast
method_39753	clearExecutor
method_39754	shiftUpgradeData
method_39755	method_39755
method_39756	method_39756
method_39757	method_39757
method_39758	method_39758
method_39759	isHorizontalCollisionMinor
method_3976	getTextureLocation
method_39760	getFallSounds
method_39761	getPanicPos
method_39762	lookForWater
method_39763	method_39763
method_39764	method_39764
method_39765	setup
method_39766	clear
method_39767	getBiomeResolver
method_39768	method_39768
method_3977	render
method_39772	generateBorderTicks
method_39773	generateBorderTick
method_39774	addPoemFile
method_39775	wrapCreditsIO
method_39776	addCreditsFile
method_39777	chunkScanner
method_39778	onStructureStartsAvailable
method_39779	bytesInBuffer
method_3978	shouldRender
method_39780	fill
method_39781	padPaletteEntries
method_39782	method_39782
method_39783	checkStructurePresence
method_39784	addReference
method_39785	setAdditionalMask
method_39786	method_39786
method_39787	method_39787
method_39788	method_39788
method_3979	getPosition
method_39790	method_39790
method_39793	getAll
method_39794	method_39794
method_39795	scanChunk
method_39796	getListOfCompoundsOrNull
method_39797	method_39797
method_39798	method_39798
method_39799	injectDatafixingContext
method_3980	scale
method_39800	chunkScanner
method_39801	method_39801
method_39802	scanChunk
method_39803	method_39803
method_39804	method_39804
method_39805	method_39805
method_39806	method_39806
method_39807	method_39807
method_39808	distanceToCube
method_39809	addAroundOldChunksCarvingMaskFilter
method_3981	getTextureLocation
method_39810	method_39810
method_39811	method_39811
method_39812	makeOffsetOldChunkDistanceGetter
method_39813	method_39813
method_39814	method_39814
method_39815	makeOldChunkDistanceGetter
method_39817	generatePieces
method_3982	getTextureLocation
method_39824	method_39824
method_39827	method_39827
method_39828	storeFullResults
method_39829	canCreateStructure
method_3983	getTextureLocation
method_39830	incrementReference
method_39831	checkStart
method_39832	tryLoadFromStorage
method_39833	onStructureLoad
method_39834	method_39834
method_39836	method_39836
method_39837	method_39837
method_39838	deduplicateEmptyMap
method_39839	method_39839
method_3984	getTextureLocation
method_39840	checkStructureInfo
method_39842	loadStructures
method_39843	$values
method_39844	method_39844
method_39845	method_39845
method_39848	validBiomeOnTop
method_3985	scale
method_39850	accept
method_39851	skip
method_39852	parse
method_39853	size
method_39854	skip
method_39855	parse
method_39856	visitEnd
method_39857	visit
method_39858	visit
method_39859	visit
method_3986	setupRotations
method_39860	visit
method_39861	visit
method_39862	visit
method_39863	visitEntry
method_39864	visitList
method_39865	visitEntry
method_39866	visit
method_39867	visit
method_39868	visit
method_39869	visit
method_3987	getTextureLocation
method_39870	visitContainerEnd
method_39871	visitRootEntry
method_39872	visitElement
method_39873	$values
method_39874	$values
method_39875	skipString
method_39876	acceptAsRoot
method_39877	parseRoot
method_39878	createException
method_39879	getMissingFieldCount
method_3988	isBodyVisible
method_39880	method_39880
method_39881	addEntry
method_39882	method_39882
method_39883	appendEntry
method_39884	method_39884
method_39885	method_39885
method_39886	enterContainerIfNeeded
method_39887	getResult
method_39888	depth
method_39892	unpack
method_39894	swapPalette
method_39895	hasBedrockHole
method_39896	method_39896
method_39897	hasBedrockHoles
method_39898	applyBedrockMask
method_39899	computePreliminarySurfaceLevel
method_3990	getTextureLocation
method_39900	preliminarySurfaceLevel
method_39901	caves
method_39902	floatingIslands
method_39903	blockCoordToSurfaceCell
method_39904	surfaceCellToBlockCoord
method_39905	read1
method_39906	read7
method_39907	matchesTag
method_39908	matchesTag
method_39909	hasSturdyFace
method_3991	render
method_39910	matchesBlocks
method_39911	test
method_39912	method_39912
method_39913	method_39913
method_39914	method_39914
method_39915	method_39915
method_39916	method_39916
method_39918	placeDirt
method_39919	method_39919
method_39920	quartLocal
method_39921	method_39921
method_39922	overworldLike
method_39925	saveChunkIfNeeded
method_39926	method_39926
method_39927	warmEnoughToRain
method_39928	shouldMeltFrozenOceanIcebergSlightly
method_3993	getTextureLocation
method_39930	hasSturdyFace
method_39931	addJungleMelons
method_39932	addSparseJungleMelons
method_39933	addJungleVines
method_39934	method_39934
method_39935	checkAndLock
method_39936	stackTrace
method_39937	checkAndUnlock
method_39938	method_39938
method_39939	copy
method_3994	render
method_39940	copy
method_39941	method_39941
method_39943	fixChunkData
method_39944	method_39944
method_39945	method_39945
method_39946	method_39946
method_39947	method_39947
method_39948	method_39948
method_39949	method_39949
method_39951	repackBiomes
method_39952	repackTicks
method_39954	method_39954
method_39955	method_39955
method_39956	copy
method_39957	copy
method_3996	render
method_39961	method_39961
method_39962	getBlockEntity
method_39963	getBlockState
method_39965	method_39965
method_39966	method_39966
method_39967	addSaveDependency
method_39968	method_39968
method_39969	createRegion
method_39970	isAllEmpty
method_39971	chunk
method_39972	renderChunk
method_39974	byIdOrThrow
method_39975	isChunkInRange
method_39976	isChunkOnRangeBorder
method_39977	logAndPauseIfInIde
method_39978	set
method_39979	getHttpCodeDescription
method_3998	getRenderAmount
method_39980	realmsErrorCodeOrDefault
method_39981	errorMessage
method_39985	method_39985
method_39986	register
method_39987	method_39987
method_39988	method_39988
method_39989	placeFeature
method_3999	getTextureLocation
method_39990	method_39990
method_39991	method_39991
method_39992	hasWork
method_39993	hasWork
method_39994	hasWork
method_39995	removeTicketsOnClosing
method_39996	hasTickets
method_39997	removeTicketsOnClosing
method_39998	isNaturalSpawningAllowed
method_39999	isNaturalSpawningAllowed
method_4	upHeap
method_40	getNode
method_400	method_400
method_4000	scale
method_40000	executeIfPossible
method_40001	hasWork
method_40002	method_40002
method_40005	fall
method_40006	method_40006
method_40007	method_40007
method_40008	method_40008
method_40009	maybePickWindsweptSavannaBiome
method_4001	getTextureLocation
method_40010	getTemperatureThresholds
method_40011	getHumidityThresholds
method_40012	getErosionThresholds
method_40013	getContinentalnessThresholds
method_40014	getPeaksAndValleysThresholds
method_40015	getWeirdnessThresholds
method_40016	canDripThrough
method_40017	method_40017
method_40018	method_40018
method_40019	method_40019
method_40020	hasWork
method_40021	canPositionTick
method_40022	canPositionTick
method_40023	stoneDepthCheck
method_40025	method_40025
method_40026	method_40026
method_40027	method_40027
method_40028	iterateBiomes
method_40029	method_40029
method_40030	method_40030
method_40031	method_40031
method_40032	method_40032
method_40033	method_40033
method_40034	method_40034
method_40035	readLightweightData
method_40036	getIndex
method_40037	$values
method_40038	computeGlyphInfo
method_40040	loadingPacketsReceived
method_40041	hideWidgets
method_40050	isChunkCompiled
method_40051	getBoundingBox
method_40054	method_40054
method_40055	method_40055
method_40056	method_40056
method_40057	parseCompressed
method_40058	parseCompressed
method_40059	createDecompressorStream
method_40060	createRoot
method_40061	isSelected
method_40062	method_40062
method_40063	method_40063
method_40064	method_40064
method_40065	shouldPropagateHandlingExceptions
method_40066	getAllFutures
method_40067	debugFuturesAndCreateReportedException
method_40068	method_40068
method_40069	method_40069
method_40070	method_40070
method_40071	isFreezing
method_40072	shouldPanic
method_40074	isNeitherEmptyNorWater
method_40075	method_40075
method_40076	method_40076
method_40077	calculateAverageHeight
method_40078	getHeight
method_40079	getHeight
method_40080	addWeightedHeight
method_40081	distToLowCornerSqr
method_40082	method_40082
method_40083	getRandomSafe
method_40084	method_40084
method_40085	isValidUsername
method_40087	create
method_40089	method_40089
method_40090	codec
method_40091	method_40091
method_40092	create
method_40093	hashedCodec
method_40094	method_40094
method_40095	method_40095
method_40096	getResult
method_40097	method_40097
method_40098	method_40098
method_40099	getTagDir
method_401	emptyItem
method_40100	method_40100
method_40101	method_40101
method_40102	serializeToNetwork
method_40103	method_40103
method_40104	method_40104
method_40105	serializeTagsToNetwork
method_40106	deserializeTagsFromNetwork
method_40107	method_40107
method_40108	isEmpty
method_40110	retrieveContext
method_40111	method_40111
method_40113	nonEmptyHolderSet
method_40114	ensureHomogenous
method_40115	method_40115
method_40116	fixDimension
method_40117	fixStructures
method_40118	method_40118
method_40119	method_40119
method_4012	getItemModelShaper
method_40120	method_40120
method_40121	method_40121
method_40122	method_40122
method_40123	getHandHoldingItemAngle
method_40124	builtInRegistryHolder
method_40125	method_40125
method_40126	startAutoSpinAttack
method_40127	method_40127
method_40128	method_40128
method_40129	method_40129
method_40130	method_40130
method_40131	builtInRegistryHolder
method_40133	getTags
method_40134	dimensionTypeRegistration
method_40135	method_40135
method_40138	method_40138
method_40139	method_40139
method_40140	method_40140
method_40142	builtInRegistryHolder
method_40143	is
method_40144	getTags
method_40146	getNearestGeneratedStructure
method_40148	getNearestGeneratedStructure
method_40155	accept
method_40156	is
method_40157	builtInRegistryHolder
method_40158	method_40158
method_40159	method_40159
method_40160	method_40160
method_40161	method_40161
method_40162	method_40162
method_40163	place
method_40164	method_40164
method_40165	method_40165
method_40166	type
method_40167	method_40167
method_40168	isPlacementChunk
method_40169	getPotentialStructureChunk
method_40170	method_40170
method_40173	evaluate
method_40175	$values
method_40176	method_40176
method_40177	register
method_40178	builtInRegistryHolder
method_40179	is
method_40180	holder
method_40181	getTags
method_40182	suggestResource
method_40189	countryEqualsISO3
method_4019	getModel
method_40190	stopTimer
method_40191	method_40191
method_40192	prepare
method_40193	method_40193
method_40194	method_40194
method_40195	calculateInitialDelay
method_40196	calculateOptimalPeriod
method_40197	method_40197
method_40198	apply
method_40199	method_40199
method_402	deserialize
method_40200	method_40200
method_40201	method_40201
method_40202	reset
method_40203	method_40203
method_40204	method_40204
method_40205	printBiome
method_40206	method_40206
method_40207	method_40207
method_40208	method_40208
method_40212	createFromExisting
method_40213	createLevelSettings
method_40215	method_40215
method_40216	method_40216
method_40217	updateTagsForRegistry
method_40218	calculateImpulse
method_40219	method_40219
method_40220	is
method_40223	direct
method_40224	is
method_40225	is
method_40226	is
method_40227	isBound
method_40228	tags
method_40229	unwrap
method_40230	unwrapKey
method_40231	kind
method_40232	$values
method_40233	createIntrusive
method_40234	createStandAlone
method_40235	bindTags
method_40237	key
method_40238	$values
method_40239	stream
method_40240	get
method_40241	contains
method_40242	direct
method_40243	getRandomElement
method_40244	direct
method_40245	direct
method_40246	direct
method_40247	size
method_40248	unwrap
method_40249	contents
method_40250	bind
method_40251	key
method_40253	getValueFromNullable
method_40255	method_40255
method_40256	method_40256
method_40257	bindTags
method_40258	method_40258
method_40259	method_40259
method_40260	getOrCreateTag
method_40261	method_40261
method_40262	method_40262
method_40263	method_40263
method_40264	getHolder
method_40265	getHolder
method_40266	getTag
method_40269	createIntrusiveHolder
method_40270	holders
method_40271	method_40271
method_40272	getTags
method_40273	getTagNames
method_40274	validateWrite
method_40276	freeze
method_40277	method_40277
method_40278	resetTags
method_40285	method_40285
method_40286	getTagOrEmpty
method_40290	getHolderOrThrow
method_40294	holderByNameCodec
method_40295	asHolderIdMap
method_40302	fromRegistryOfRegistries
method_40311	registries
method_40316	freeze
method_4033	getTextureLocation
method_40330	fromMapEntry
method_40331	fromUntyped
method_40332	freeze
method_4034	render
method_40340	homogeneousList
method_40341	homogeneousList
method_40343	homogeneousList
method_40344	networkCodec
method_40345	method_40345
method_40347	withNameAndId
method_40348	method_40348
method_40349	homogeneousList
method_4035	render
method_40350	method_40350
method_4036	getTextureLocation
method_40362	method_40362
method_40363	bootstrap
method_40364	register
method_40365	filteredByBlockSurvival
method_40366	onlyWhenEmpty
method_40367	filtered
method_40368	inlinePlaced
method_40369	inlinePlaced
method_4037	getTextureLocation
method_40370	register
method_40371	isEmpty
method_40374	method_40374
method_40375	method_40375
method_40376	constructOrExtractCrashReport
method_40377	method_40377
method_40378	create
method_4038	getModel
method_40380	method_40380
method_40381	method_40381
method_40382	homogenousList
method_40383	decodeWithoutRegistry
method_40384	encode
method_40385	method_40385
method_40386	method_40386
method_40387	method_40387
method_40388	create
method_40389	encodeWithoutRegistry
method_4039	getFlipDegrees
method_40390	method_40390
method_40392	method_40392
method_40393	method_40393
method_40394	method_40394
method_40395	method_40395
method_40396	encode
method_40397	method_40397
method_40400	create
method_40414	create
method_4042	scale
method_40421	updateRegistryTags
method_40422	updateRegistryTags
method_40423	method_40423
method_40424	method_40424
method_40425	method_40425
method_40426	method_40426
method_40427	listeners
method_40434	create
method_40437	method_40437
method_40438	method_40438
method_40439	extractOverreachingTicks
method_4044	getAttackAnim
method_40440	method_40440
method_40441	method_40441
method_40442	isValidSlotIndex
method_40443	empty
method_40444	sample
method_40445	isValidBookShelf
method_40446	method_40446
method_4045	getBob
method_40450	addDebugScreenInfo
method_40452	method_40452
method_40453	method_40453
method_40454	method_40454
method_40455	method_40455
method_40456	loadTicks
method_40457	method_40457
method_40458	method_40458
method_40459	method_40459
method_4046	addLayer
method_40460	method_40460
method_40461	method_40461
method_40462	method_40462
method_40463	computeFluid
method_40464	compute
method_40465	method_40465
method_40468	clamp
method_40469	mapAll
method_40470	fillArray
method_40471	abs
method_40472	square
method_40473	cube
method_40474	halfNegative
method_40475	quarterNegative
method_40476	squeeze
method_40477	forIndex
method_40478	fillAllDirectly
method_40479	zero
method_40480	constant
method_40481	yClampedGradient
method_40482	endIslands
method_40483	interpolated
method_40484	mapFromUnitTo
method_40485	rangeChoice
method_40486	add
method_40487	shiftedNoise2d
method_40488	lerp
method_40490	map
method_40491	weirdScaledSampler
method_40493	noise
method_40494	noise
method_40495	mappedNoise
method_40496	mappedNoise
method_40497	mappedNoise
method_40498	blendAlpha
method_40499	flatCache
method_40500	mul
method_40501	shiftA
method_40502	noise
method_40503	blendOffset
method_40504	cache2d
method_40505	min
method_40506	shiftB
method_40507	cacheOnce
method_40508	max
method_40509	shift
method_40510	cacheAllInCell
method_40512	blendDensity
method_40516	$values
method_40517	$values
method_40518	transform
method_40519	$values
method_40520	transform
method_40521	transform
method_40522	$values
method_40523	$values
method_40524	$values
method_40525	compute
method_40529	wrap
method_40530	method_40530
method_40531	cachedClimateSampler
method_40532	fillSlice
method_40533	wrapNew
method_40534	forIndex
method_40535	getOrComputeBlendingOutput
method_40536	getInterpolatedState
method_40537	stopInterpolation
method_40539	yLimitedInterpolatable
method_4054	render
method_40540	noiseGradientDensity
method_40541	splineWithBlending
method_40547	method_40547
method_40548	create
method_4055	shouldShowName
method_40553	apply
method_40554	maxValue
method_40555	maxValue
method_40556	maxBrokenValue
method_40557	edgeValue
method_40558	method_40558
method_40559	loadTick
method_4056	isBodyVisible
method_40561	holdersInOrder
method_40562	createTag
method_40563	method_40563
method_40564	method_40564
method_40565	add
method_4058	setupRotations
method_4061	render
method_4062	getTextureLocation
method_4063	render
method_4064	renderMinecartContents
method_4065	getTextureLocation
method_4066	getTextureLocation
method_4068	shouldRender
method_4071	shouldShowName
method_4072	render
method_4073	renderLeash
method_4074	renderPainting
method_4075	render
method_4077	getTextureLocation
method_4078	getTextureLocation
method_4079	scale
method_4080	getTextureLocation
method_4081	getBob
method_4083	getTextureLocation
method_4085	setupRotations
method_4086	getAngle
method_4087	getTextureLocation
method_4088	scale
method_4089	setupRotations
method_409	method_409
method_4090	getTextureLocation
method_4092	getTextureLocation
method_4094	render
method_4095	setupRotations
method_4096	getTextureLocation
method_4097	getTextureLocation
method_4099	scale
method_40998	method_40998
method_41	sameAs
method_4100	setupRotations
method_41002	method_41002
method_41004	method_41004
method_41005	method_41005
method_41006	create
method_41007	isFor
method_41008	cast
method_41009	method_41009
method_4101	getTextureLocation
method_41010	updateStart
method_41011	method_41011
method_41012	fix
method_41013	guessConfiguration
method_41014	method_41014
method_41015	updateStarts
method_41016	method_41016
method_41017	method_41017
method_41018	updateReference
method_41019	method_41019
method_4102	getTextureLocation
method_41020	updateReferences
method_41021	method_41021
method_41022	findUpdatedStructureType
method_41023	method_41023
method_41024	method_41024
method_41025	method_41025
method_41026	method_41026
method_41027	trivial
method_41028	unpack
method_41029	biomeMapped
method_4103	render
method_41032	fillStartsForStructure
method_41033	structureHasPieceAt
method_41034	getStructureWithPieceAt
method_41035	startsForStructure
method_41036	registryAccess
method_41037	getAllStructuresAt
method_41038	method_41038
method_41040	method_41040
method_41041	method_41041
method_41044	tryGenerateStructure
method_41045	method_41045
method_41046	method_41046
method_41047	method_41047
method_4105	getTextureLocation
method_41050	method_41050
method_41052	method_41052
method_4106	getTextureLocation
method_41061	method_41061
method_41062	codec
method_41063	method_41063
method_41064	singleArgumentCodec
method_41065	makeCodec
method_41066	bootstrap
method_41067	register
method_41068	doubleFunctionArgumentCodec
method_41069	singleFunctionArgumentCodec
method_4107	getFlipDegrees
method_41070	method_41070
method_41071	method_41071
method_41072	method_41072
method_41074	$values
method_41076	method_41076
method_41077	$values
method_41078	method_41078
method_41079	create
method_4108	getTextureLocation
method_41080	mapAll
method_41081	method_41081
method_41082	method_41082
method_41083	method_41083
method_41085	method_41085
method_41090	method_41090
method_41097	create
method_41098	method_41098
method_411	lootTableItem
method_41100	bootstrap
method_41101	underground
method_41103	overworld
method_41109	createKey
method_4111	getTextureLocation
method_41113	spaghettiRoughnessFunction
method_41116	getFunction
method_41117	entrances
method_41118	nether
method_41119	noodle
method_4112	shouldRender
method_41120	end
method_41121	pillars
method_41122	spaghetti2D
method_41127	instantiate
method_41139	structureOverrides
method_4114	setupRotations
method_41140	method_41140
method_41141	register
method_41142	createKey
method_41143	method_41143
method_41144	method_41144
method_41145	entry
method_41146	entry
method_41147	method_41147
method_41149	method_41149
method_4115	render
method_41152	$values
method_41153	method_41153
